110000 110000
1 58257 89740
1 61946 86805
1 57223 2498
1 36114 80636
2 49244 44388
2 16945 51045
2 65998 29574
1 24319 51125
1 69033 90088
1 69918 31178
2 28869 47826
1 15469 107658
2 12567 9174
1 22162 85377
1 1304 17259
1 71426 78700
1 10791 13896
1 38231 58633
1 30975 29251
2 71576 106075
1 22608 70815
2 9230 84266
2 14541 32309
1 59456 103295
1 21844 108511
1 50434 38941
1 62744 92272
1 2421 21365
1 56090 52435
1 52085 24226
1 42109 9968
1 31969 109973
1 49438 86567
1 66469 13441
1 6577 13559
1 72098 76658
1 44947 60711
1 34156 64017
1 42960 87788
1 62634 32984
2 34051 78439
2 59673 105920
1 31935 56303
2 48490 107299
1 22893 55767
1 48496 43291
1 56128 43968
2 2209 87604
2 1101 15746
2 2429 62587
1 45781 106657
1 47017 106555
1 31337 45798
1 9921 74312
1 24306 7056
1 36870 18880
1 7013 9857
1 26936 30082
1 5708 35093
1 25906 97723
1 32879 101088
1 25443 20579
2 43355 42302
1 7950 6904
2 6253 41875
1 33410 84143
1 41048 16829
2 27160 22189
1 5844 45145
2 53518 109064
1 68091 40247
1 34090 7874
1 14994 87533
2 1754 49318
1 59412 94472
2 9703 47712
1 40597 13879
1 34896 7995
1 1602 71958
2 208 84097
1 57038 51471
1 14724 60176
1 3111 18662
2 48670 89935
2 23597 3119
2 34684 30799
1 9927 21489
2 18499 67578
1 40912 31555
1 26131 5377
2 42326 61161
1 6734 60731
2 35976 14098
2 29548 36508
1 16788 8626
1 13289 68467
1 30644 12080
1 27938 80794
1 30415 106028
2 56639 96717
2 99 7468
1 10774 43982
1 32961 10414
2 44067 68519
1 58548 53235
1 17597 92048
1 69386 101413
2 59281 46601
1 57206 11650
1 46605 96273
1 65650 16559
1 35006 77632
1 14035 55842
2 59891 34556
2 11735 88271
2 49846 64843
1 25763 84839
2 25580 89475
2 28472 62577
1 10207 82136
2 3933 18483
2 51677 72798
2 24910 46810
2 29053 39093
1 62600 46693
1 58476 4869
2 39461 28247
1 37154 67610
1 18600 6456
2 8364 101555
1 59167 104381
2 62064 35494
2 6622 51471
1 7165 106399
1 48305 24878
1 70001 41099
1 22091 62028
1 60314 74051
1 69159 65010
2 32195 71267
1 38309 58380
1 44743 84256
1 63438 58411
1 34809 45313
1 10214 88975
1 39556 4132
1 7558 58866
1 8098 4321
2 16197 47535
2 8296 14788
2 13454 6364
1 45501 109632
1 32944 9357
1 24407 93230
1 24875 73622
2 53474 101241
1 66228 35444
2 41887 51699
2 21652 66214
2 6489 6152
1 42522 39089
1 69029 30865
1 62448 72386
1 60449 67553
1 37710 12349
2 13333 79363
1 19928 7691
1 69032 15009
1 43881 82369
1 28992 24235
1 45752 102799
1 32869 47409
1 53905 27621
1 36143 85962
1 48964 102839
1 12615 80348
1 11253 21899
1 4517 77376
1 67156 36713
2 59461 77155
2 27367 37482
1 68812 11342
2 51232 53462
1 27235 18492
1 62497 59559
2 56468 13776
2 62495 1532
1 23445 66295
2 9812 32993
2 71494 60560
2 4871 56031
1 7618 79315
1 19701 47639
1 5857 6217
1 14242 98701
1 1741 38721
2 63062 76835
2 19964 36638
2 27908 102052
1 70851 83042
2 9748 52449
1 45180 1643
1 12073 99928
1 71248 34067
1 8435 49165
1 57259 59342
2 72399 29167
1 20093 91557
1 51698 49905
1 10350 9203
1 48793 59759
1 36060 71709
1 71606 41935
1 35996 2749
2 15970 84054
1 16516 38045
1 71452 25052
1 59185 75981
1 18452 46524
1 61163 95152
2 68359 90263
1 72583 84425
1 71466 59353
1 20129 61829
1 31064 84301
1 66631 19483
1 51709 67965
1 46357 40695
1 14047 82573
2 47740 72021
1 27799 29674
1 50164 105258
1 11039 74872
2 40861 49136
1 51394 98406
1 15672 17829
1 11946 10819
1 50541 98888
1 40424 71907
1 60995 106071
2 48187 70262
1 35796 90402
2 42368 105352
2 52493 21589
2 51318 17078
2 13472 74110
1 15513 47321
2 30059 92406
1 66613 25141
2 33358 44193
1 5987 9130
2 49131 24060
1 57665 27105
2 35668 39451
1 42075 75513
1 13457 29454
1 14385 103339
1 70901 29174
2 22280 31594
1 41391 13245
1 73316 24604
2 2359 32090
2 3217 37629
2 48721 26408
1 48554 69619
2 65776 100513
2 67414 101420
1 9564 75476
1 13775 64905
1 29476 96248
1 31657 71818
1 66878 82263
1 6567 53025
1 8655 40280
1 29538 25896
1 19567 83545
1 65014 34550
1 30765 5375
1 19652 44678
1 64894 44285
1 38461 22872
1 60075 86867
1 44724 107722
1 34990 32649
1 53803 92025
1 1400 90412
2 45952 25674
1 10492 108012
1 63370 52862
1 7928 77718
1 67160 83516
1 28819 50517
1 47107 6618
2 64008 1566
1 12328 21192
