70000 70000
1 38661 13540
1 43219 57785
1 22340 58083
1 5667 54598
1 30980 13105
1 37770 25683
1 23946 32801
1 4832 25202
2 11138 67844
1 37911 23038
1 16768 29887
1 19189 41399
1 12902 9844
1 8242 32700
1 45895 69920
2 17196 66869
1 1784 40415
1 38118 46807
1 8600 66487
1 11946 28197
1 14875 35012
1 35332 64360
1 29676 51036
1 13407 48079
1 41631 49605
1 12597 9118
1 6188 55828
1 39219 56828
1 42175 49567
1 36828 44250
2 17042 63891
1 25250 45972
1 20512 30449
1 39019 8023
2 44452 64640
1 28624 5786
1 3065 17334
1 32860 24447
1 22873 67125
2 29469 32364
1 21409 61712
1 4834 17064
1 20748 36643
2 34703 1008
1 13289 6355
2 10929 35805
1 22401 47774
1 17822 1208
1 11463 38098
1 14910 26072
2 18678 67114
1 29558 54886
1 25881 17481
1 42885 50132
1 14025 23417
2 15994 65283
1 3876 13079
2 13281 50425
1 19496 64367
1 31849 18491
1 35795 15918
1 4735 56064
2 24383 69309
2 15577 17907
1 41342 46993
1 34981 62158
1 9919 25006
1 17798 35003
1 34773 7138
1 32021 53981
2 13688 12050
1 32358 40831
1 25615 61183
2 22720 63558
1 13077 44509
1 38484 35583
2 32907 13992
1 11615 61114
2 42146 33915
2 28973 29895
1 1533 34719
2 19555 49287
1 8090 29058
1 33506 16738
1 1065 57403
1 18801 17000
1 29392 42508
2 6801 52144
2 19410 42273
1 758 11061
1 42161 40135
1 3562 25975
1 10779 38929
2 33410 15953
1 1210 58547
2 27506 29462
1 5213 56073
2 28211 13073
1 23176 4272
2 27532 28764
1 7105 29562
1 22871 51330
1 1901 62754
1 13948 16568
2 22581 12660
1 11739 54419
2 28177 66554
1 40644 8362
1 1651 26663
1 43820 44881
1 1133 41330
1 40875 54927
1 16341 37465
1 24237 58433
1 1297 5637
1 23459 35139
2 37242 69270
2 9112 22160
1 19770 14040
1 39016 53560
1 35655 5520
1 42173 45094
1 13283 57033
1 40341 5276
2 22192 30115
2 24941 41993
1 41224 67138
2 14296 9711
1 8222 57221
2 23713 56165
1 12713 12059
1 30706 40001
1 23834 68976
1 10844 22552
1 4771 46066
1 4797 49242
2 23275 64028
1 15222 26916
1 36212 11727
1 27134 60228
1 8935 32300
2 31003 53253
2 15708 30424
2 12598 10516
1 4114 8972
2 4678 27722
2 33798 6670
2 7220 9631
1 268 39270
2 30710 5304
1 3591 45146
1 40067 29600
1 22118 6047
1 22137 66001
1 23343 19680
1 32811 8046
1 22333 69786
1 22479 30403
2 20270 43094
1 33498 51587
1 10063 67511
1 17010 36213
1 10916 61225
1 43699 26119
2 8269 40184
1 13758 32772
1 43327 5693
2 35741 55275
1 45764 30234
1 8786 47540
1 10426 44087
1 19665 41866
2 30416 24787
2 42782 51098
1 32768 4953
1 36890 22530
2 30014 35325
2 10898 68093
1 20967 65640
1 36001 7202
1 28345 63223
1 31456 62372
1 27610 14182
1 20300 66300
2 39949 29915
1 19476 28498
1 37559 32448
1 21858 67938
1 3447 11680
1 33201 30901
1 4360 40715
2 22006 51085
1 43466 52486
1 23391 25398
1 126 192
1 20338 37273
1 21210 10552
1 44486 51363
1 34708 15872
2 28492 4989
1 41652 16322
1 32519 64680
1 19978 24710
1 39660 68191
1 40458 67000
1 43235 33291
1 32196 5936
2 31813 11341
1 23234 23888
1 34378 61942
1 16926 38962
2 43305 39782
2 40808 60300
1 45056 2360
2 43944 2279
1 6185 61104
2 31089 62791
1 2522 45900
1 30403 48997
2 38503 22467
2 39805 59931
1 32014 51578
1 12771 132
1 37317 291
1 10450 67
2 11358 7395
1 14835 43818
2 44495 68619
1 43246 67307
2 37477 55871
1 24688 10975
1 6772 68229
2 12743 5537
1 3694 57443
1 8715 46360
1 39214 6015
1 31484 52879
1 30139 63334
1 9060 16938
1 43988 40688
2 16872 67183
1 10490 15826
1 2899 15381
2 37330 28761
1 3153 45187
1 31930 24984
1 30989 18274
1 43156 25439
1 14076 5839
1 27328 37091
1 37834 28651
2 36729 32173
2 42204 37509
1 43292 9574
1 192 24982
1 27165 5023
1 39423 52812
1 31768 35537
2 20441 1605
1 18629 61025
1 3933 15708
1 10623 50182
1 18961 27117
1 18938 56911
1 36215 60450
2 23896 44338
1 34751 18145
1 31401 55918
2 30425 54140
2 15226 22710
2 18687 31779
1 25027 39960
2 38868 64585
2 45700 8773
1 26591 32926
1 43364 67590
1 45892 34103
1 46471 68648
2 30537 56451
1 991 8198
2 22416 65064
2 10735 59820
1 15445 24998
1 21975 15420
1 3880 53227
1 39791 32069
1 17917 42116
2 3383 66534
2 39753 58492
2 1122 36860
1 16096 36412
1 18048 27624
1 5940 24169
2 7998 39658
1 13196 67847
1 160 22438
1 45407 16410
1 32347 22632
1 18391 64637
2 17662 57377
1 44322 68874
1 38084 17359
1 32838 926
1 16168 18929
1 13024 67479
2 9695 38794
1 42397 60650
1 1285 20609
1 31580 23939
1 36677 63012
1 407 66693
1 17183 32833
2 45654 23590
1 6358 18107
1 18996 50387
2 28764 12261
1 27070 53025
1 11521 4067
1 5572 27771
1 24131 7780
2 12206 60832
2 7907 29455
1 24182 21147
1 39422 50523
2 42461 3820
1 46020 1409
1 42552 42769
2 14018 840
1 8047 52468
1 16336 64714
1 19105 43305
2 4466 1675
2 11396 11111
1 44752 40589
1 6425 10312
1 1137 64959
1 19447 44023
1 29294 53014
1 40645 9620
2 44089 12591
2 34392 36108
1 31463 15320
1 26956 5557
1 3154 31724
1 8316 38939
1 16423 6115
1 33425 10964
1 31440 61179
2 10080 6179
1 30107 15540
1 23030 48287
1 4329 42612
1 31179 68595
1 16781 40190
1 23159 15255
2 1986 9814
2 17545 14259
2 41061 16894
2 17633 2094
1 6008 13767
1 31446 48428
1 25444 15300
2 29199 880
2 27412 69008
2 39984 33949
1 40244 30308
1 35324 63476
2 27210 58141
2 36433 45484
1 27570 5084
1 32987 41399
1 16213 66315
1 34527 8015
1 30683 5928
1 18787 29855
1 44760 43106
1 16237 47901
1 34887 16905
2 25375 5623
1 7726 9499
1 32291 41189
1 33872 38188
1 36966 31995
2 35160 24332
1 2819 38498
1 1061 43854
1 390 65498
1 38701 5470
2 30038 22768
1 5156 43412
1 46563 35075
1 7520 7256
1 41167 68319
1 44287 19153
1 33282 6214
2 31975 17941
2 13527 11090
1 5490 66184
2 17076 27808
1 25848 24321
2 9007 26891
2 41495 9049
1 23147 59594
1 33177 38241
1 27162 1134
2 11217 15928
1 31962 51110
1 38404 16345
1 41758 11984
2 14361 12296
2 8456 54663
1 18935 9359
1 42365 37619
1 43013 24175
1 23632 1100
1 41432 4390
2 12216 50984
2 33762 14674
2 3365 41026
2 12761 12358
2 12505 61456
2 37903 14329
1 22511 46075
2 21658 15327
1 31608 32760
2 11036 41517
1 26698 66655
2 1272 8964
1 44123 23784
2 17845 34053
2 9342 33245
2 17849 17861
2 25 18119
2 27058 21320
2 44162 16894
1 17041 14885
2 37857 4822
1 8380 42004
1 30457 60791
2 25705 15131
1 271 21079
2 26713 46637
1 36698 46096
2 40456 43741
1 41703 51104
2 32114 68105
1 5143 3702
2 25307 63079
1 4234 27977
2 15020 55408
2 6506 55537
2 361 44578
1 4970 5279
2 1382 10688
2 30952 32764
2 2230 18679
1 14757 27812
2 19714 46389
2 19042 29047
2 27555 47803
1 20496 18740
1 18997 55567
1 44584 17890
1 9697 1477
1 5542 65813
2 31288 32774
2 18007 39736
2 32193 61756
2 25271 2251
2 41059 65177
1 36421 49846
2 35391 29029
1 20674 46190
2 27060 25355
1 16424 1438
1 41512 8968
2 6422 69842
1 9195 37494
1 124 9589
2 45619 13226
1 44330 68066
1 24592 24385
2 26442 4605
2 214 3894
1 19088 12433
1 41594 11780
1 16134 31968
2 4925 39125
2 12200 51662
1 32375 29197
1 5727 26122
2 15705 61886
1 3839 18810
1 28148 39746
2 27476 12321
2 34860 36623
1 8046 24904
2 38405 47134
1 7664 27717
2 8574 65857
1 23248 3825
1 3534 9633
2 19359 67422
1 26887 47578
1 18521 57490
2 14845 22871
1 13965 19334
1 1857 48149
1 25285 44307
1 38 42674
1 22777 61492
1 36192 60301
1 7049 110
1 39825 51963
1 28473 50953
2 31909 60943
1 15448 31978
2 1009 56171
2 24880 24891
2 33945 36413
1 32962 50786
1 23004 66496
2 25617 10181
1 29727 49215
2 21030 69182
1 17905 65147
1 30929 54487
2 24866 2781
1 36660 32524
1 11532 42229
1 35265 45887
1 24964 55241
1 30211 19172
1 713 14369
1 27465 68356
1 39695 61680
1 14714 12310
1 277 68901
1 39809 65898
2 14066 21127
1 27791 2857
1 5723 40745
1 36020 49383
1 5412 1058
1 39551 50506
1 30042 40242
1 12555 24146
1 14757 47024
2 29879 31262
2 18214 20640
1 13269 15450
1 23220 40787
1 8228 42717
1 4636 20995
1 7002 57650
1 16357 48580
1 14813 69124
1 9774 56604
1 12450 29808
1 44045 40989
2 38256 11742
1 28538 51983
2 44033 45548
2 34022 42958
1 14655 61991
1 34326 63325
1 41853 24315
1 784 8601
1 36885 40407
1 16808 4176
1 40230 51032
1 28144 21690
1 24239 47014
1 13099 5272
1 22688 10972
2 43453 34934
1 31388 18057
2 6329 17833
1 37435 38970
1 3427 17829
2 2676 40360
2 42341 61479
1 28677 8873
1 25707 24227
2 39957 69362
1 21527 817
1 27012 45519
1 21895 3208
1 38303 39152
2 11377 48266
1 23158 42511
1 34340 9912
2 34116 19465
1 6774 4127
1 9269 34239
2 37319 29126
1 25259 60792
1 915 59082
1 26269 16512
1 19194 26914
1 27324 48184
2 34417 31724
2 20092 68723
1 7694 20394
1 5598 1791
1 40447 20065
1 26126 17933
1 42112 22197
2 39038 52447
1 13832 55013
1 4312 39127
1 33431 23883
1 20798 54622
1 14330 54676
1 9022 1644
1 23946 49344
1 45692 31574
1 40570 38631
2 40366 13143
2 43858 27488
2 6734 15573
2 25604 44625
1 31453 65081
1 25487 22397
2 1842 17714
1 4632 28609
2 29449 9692
1 45528 1820
1 19373 60657
2 28410 51370
2 4083 64823
2 41908 42303
2 3653 58333
2 2495 62198
1 5342 57007
1 29 42908
1 13369 39160
1 11824 45993
1 37924 20462
2 16331 267
2 28026 14929
2 7696 54033
1 9694 46211
1 35748 23164
2 35904 49706
1 35574 54691
1 11691 33486
2 42024 49663
1 27899 12268
1 1390 50584
1 44546 68598
1 33896 50783
1 45301 30497
2 2485 58782
1 44317 38049
1 26598 47383
2 44927 36420
2 10294 48954
2 46087 30328
1 14282 36989
2 46182 35424
1 20553 25659
2 10367 8468
1 28289 11595
2 14990 21251
1 27564 6658
2 14123 57384
2 5644 29290
2 24571 13974
1 15540 5420
2 24271 7221
2 4568 56691
1 9806 61626
1 14908 47018
2 20349 57380
1 13906 50326
1 28119 22786
1 44409 4016
2 5345 25204
2 11139 1132
2 36216 23536
1 15736 27681
2 1952 26929
2 40478 26089
2 35535 51998
1 25975 48803
2 38999 13196
1 723 47865
1 20777 44180
1 11993 15326
2 34058 51373
1 8164 40955
1 24283 6399
1 13521 14607
1 9954 6586
1 38833 15684
2 31152 50877
1 27980 22243
1 45869 40155
1 46464 56123
1 14379 63898
1 17269 54359
2 10498 14636
1 27604 54170
1 493 60951
1 24459 40851
1 33902 7485
1 34603 22637
1 42652 15488
1 17007 41375
2 44744 5066
2 29907 42291
1 6177 4263
1 31815 27917
2 13238 30082
1 43837 10346
2 14073 22314
2 16507 15805
1 20282 40894
2 4908 63104
1 40787 34908
1 6098 30344
1 12894 14057
1 28316 61756
2 4149 3259
1 28754 37004
2 17250 12422
2 16388 68084
1 41794 66935
1 35388 41005
1 8667 53858
2 4223 66896
1 28916 61787
2 21401 60324
1 24959 68951
1 46193 52980
1 33781 67243
1 29664 67889
1 3794 67250
1 12723 60691
2 32023 61985
1 10426 62372
1 23771 48099
1 20968 21296
1 15223 48949
2 22663 7313
1 35872 6023
1 9411 6991
1 43007 16303
1 2079 21921
2 4450 37147
2 14806 19656
1 16529 8971
2 15782 38652
1 9663 67558
1 15271 15916
1 3443 62417
2 38003 33068
1 18352 46355
2 4807 41456
1 9178 66958
2 28898 32437
2 23325 43315
1 23292 8839
2 23364 52092
2 4631 20640
2 36996 27500
2 14734 5381
2 11027 11171
1 33543 59015
1 39533 23080
1 3620 41414
1 9275 37937
1 7098 27995
1 29476 53228
1 45585 69550
2 41856 596
1 19736 55224
2 41228 33258
1 29145 20890
2 21587 7994
2 14467 41817
1 20891 51110
2 17193 23133
1 23664 41122
1 38446 50063
2 21834 53250
1 5034 43149
2 15876 56667
1 22860 40909
2 9233 55295
1 27309 5068
1 15539 56606
2 41980 39103
1 18617 61761
2 5912 37939
1 43840 7865
1 1754 45640
