140000 140000
1 49081 127942
1 26270 90057
1 61392 50739
1 18356 14385
1 70018 84338
1 53893 117259
1 50282 52602
1 76290 65644
1 57560 7048
2 58503 19195
1 26836 1157
1 88252 125026
1 44651 6933
1 35663 50809
2 66260 39230
1 90610 128564
2 12073 77090
1 1600 41946
2 69547 92247
2 57957 80470
1 35496 58364
2 24868 31259
1 14632 123522
1 93060 54675
1 23455 8683
1 71257 56180
2 26868 106099
1 76882 135083
1 83141 87092
1 20618 103478
2 28991 63383
1 30249 132342
1 83447 129610
1 33944 119598
1 45630 106665
1 64671 116497
1 89490 115967
1 38906 109155
2 75743 73746
2 43670 134325
2 57462 57416
1 54967 2277
1 58425 93083
1 92499 51850
1 58702 2090
1 45887 28997
2 4809 42665
1 78577 56642
1 64557 51888
1 71677 31951
2 32719 51577
2 74848 40390
1 73297 67328
2 52499 125980
2 35944 17558
2 81336 28263
1 67930 117831
2 39302 110413
2 91347 19444
1 53702 62626
1 77326 85563
1 85022 3491
1 42726 116501
2 28989 78257
1 38873 107689
1 8193 98611
1 6183 90087
1 15184 33908
1 45992 48791
1 49703 118320
2 68957 80996
2 13597 93786
1 17771 132960
1 56305 129414
1 2568 29621
2 27459 96551
1 42136 137721
2 37318 23541
1 65842 39110
1 72233 65268
1 47138 137900
1 20253 49601
1 5699 21176
1 8601 120922
2 89395 29200
2 80121 66761
2 27504 89529
1 84196 9186
2 88098 104995
2 38644 114867
1 16708 93505
2 57740 105203
1 86419 96679
2 89395 34026
1 4004 57387
2 8068 14086
1 63189 81317
1 40033 124038
1 15437 137664
1 44301 98800
1 27165 50252
1 8897 130486
1 20777 24963
1 40162 50244
1 16505 129136
1 63761 15904
1 88959 65205
2 83646 80879
1 52530 68644
2 67662 25058
1 24668 47971
1 39686 17427
1 63821 126943
2 35837 16276
1 27238 53508
1 43725 123809
1 74718 107054
2 82930 97822
1 44755 9589
2 22561 64677
1 33799 98917
1 18189 53205
1 85632 39029
1 38520 97137
1 18715 28828
1 38703 127857
2 48196 42756
1 3591 131132
1 18393 20558
2 12189 92246
2 46710 84459
1 13476 66195
1 19096 73570
1 82892 34827
1 76698 56002
1 55750 92211
1 72194 98339
1 47359 12595
2 84711 45419
1 214 71879
1 6179 66567
1 49808 76725
1 42194 59522
1 55529 81683
1 84312 68624
1 54807 17595
1 85278 48527
1 51693 13794
1 79929 1011
2 39858 82899
2 67866 94864
2 39270 35566
1 16019 66398
2 37379 77566
2 88967 56555
2 69250 75635
2 46927 117316
1 10504 110054
2 28627 131581
2 20062 96534
1 18791 94371
1 50308 73474
2 66364 126998
2 28875 88070
2 73035 121880
1 35063 114297
2 29341 24803
1 60592 42189
1 77513 94655
1 18927 8345
1 17792 5024
2 2781 23596
2 55869 59576
1 14095 100750
2 25452 128689
2 60398 47482
1 84741 74848
1 18034 139764
2 54662 91748
1 27059 65802
1 42833 96210
2 60205 79516
1 22879 134730
1 51740 3919
2 9847 17910
1 47249 108918
2 82777 98380
1 35950 94554
1 77230 112170
1 35995 104478
2 91080 39871
2 62464 31016
1 4229 65422
1 87282 129648
1 21804 109093
2 1207 19489
1 44123 82851
2 55064 62372
1 82025 116118
1 81480 74800
1 23726 100582
2 4166 128978
1 92090 52548
2 5409 37367
1 79553 78421
1 65286 21882
2 3487 96098
2 71812 47
1 38187 47601
2 10814 18434
2 79377 104018
1 46573 41888
1 19273 44418
1 88258 58694
2 29725 125847
2 76590 32594
1 89064 135555
1 66984 19205
1 39430 129739
2 93096 112209
2 14565 80613
1 46836 106268
2 61148 86743
1 83165 105602
1 3670 137188
2 219 87439
2 46758 76954
2 49645 9477
1 84539 57150
1 68253 91332
1 45482 56646
2 43464 44708
2 21749 13883
1 31783 125955
1 22189 88335
2 28156 64272
1 71650 75489
1 8180 139714
2 6850 51845
1 4596 137120
2 24242 8114
1 21716 64086
1 75641 49799
2 11409 114500
2 29451 111913
1 6034 86639
1 29729 130270
2 44289 125987
2 90833 110083
1 79951 23570
1 74414 98697
1 84956 45312
2 34696 90159
1 72719 89854
2 12893 54922
1 32022 47976
1 16831 81752
2 89156 110711
2 65134 69483
1 71583 88808
1 72057 64930
1 78987 15801
1 7649 33436
1 71681 118521
2 32455 39889
2 46067 119192
1 7969 51422
2 20336 94997
1 10906 100773
1 60270 109401
1 36802 85286
1 44981 90625
2 58167 121978
1 66703 28824
1 29852 130847
1 32381 128205
1 29149 127233
1 83641 1892
2 13321 83368
1 73721 57681
1 73886 97678
1 68210 27016
1 17121 65350
2 12026 89417
1 81198 97710
1 84023 79202
2 61986 117477
1 30950 93759
1 87458 29782
1 58384 12174
